"","year","Coverage","variable","dlm.geomean","dlm.lower","dlm.upper","fixed.effects","lower.whisker","q.25","median","q.75","upper.whisker","N","Ntotal"
"45",1916,0.0838323353293413,"UvU",0.0161475803730322,0.0118646397231203,0.0219765924620054,0.0188145028405177,0,0,0.021294272,0.082222222,0.194252172,42,501
"46",1917,0.0878243512974052,"UvU",0.0182925327711844,0.0134865625520737,0.0248111224704477,0.0218696771352693,0,0,0.026862963,0.090640568,0.1684,44,501
"47",1918,0.0878243512974052,"UvU",0.0195620559292525,0.0144448907938775,0.0264919989801099,0.0240101814977655,0,0.00099,0.0344005025,0.114257143,0.216666667,44,501
"48",1919,0.0878243512974052,"UvU",0.0187752100791818,0.0138777185395959,0.0254010421462024,0.0215429368543936,0,0,0.028533688,0.0992857145,0.227814594,44,501
"49",1920,0.0878243512974052,"UvU",0.0193663808645803,0.0143366896259021,0.0261606212855699,0.0221743907296714,0,0,0.030129775,0.1142727275,0.181146375,44,501
"50",1921,0.0878243512974052,"UvU",0.0199305504994118,0.0147786280216439,0.0268784654859606,0.0227573729598251,0,0.000263158,0.0259020935,0.1288666665,0.288,44,501
"51",1922,0.0878243512974052,"UvU",0.0203279125942951,0.0150988988969651,0.0273678255123861,0.0229944454674847,0,0.000641579,0.0240088895,0.1161285715,0.254,44,501
"52",1923,0.0898203592814371,"UvU",0.0216906073189272,0.0161554833770562,0.029122152205738,0.0255322220359101,0,0.000263158,0.025125628,0.126714286,0.29,45,501
"53",1924,0.0898203592814371,"UvU",0.0224323240775311,0.0167408676724375,0.0300587265466458,0.0265576969439563,0,0.00076,0.024813896,0.155714286,0.37,45,501
"54",1925,0.0898203592814371,"UvU",0.0244358124874349,0.0182859307292383,0.0326540081969322,0.0304862378467473,0,0.001052632,0.024813896,0.154285714,0.33,45,501
"55",1926,0.0898203592814371,"UvU",0.0260339371562621,0.0195358318638656,0.0346934744616548,0.0336523767984721,0,0.00144,0.042713568,0.154285714,0.333333333,45,501
"56",1927,0.0918163672654691,"UvU",0.0263429104289248,0.0198277483051287,0.0349988772899068,0.0322100528709395,0,0.001315789,0.031144221,0.182857143,0.422,46,501
"57",1928,0.0958083832335329,"UvU",0.0272078885611403,0.0205514376842444,0.0360203121226382,0.0331726029896659,0,0.0021842105,0.0297879395,0.1777513225,0.384,48,501
"58",1929,0.0998003992015968,"UvU",0.0292354654448602,0.0221630954993753,0.0385646689020361,0.0354117671793334,0,0.00244,0.035802225,0.185185185,0.42,50,501
"59",1930,0.103792415169661,"UvU",0.0310274906657406,0.0235971987930734,0.0407974347063265,0.0393316933117626,0,0.0045343915,0.038844221,0.199029126,0.41,52,501
"60",1931,0.107784431137725,"UvU",0.0305511902552333,0.0232891387487937,0.0400777047223273,0.0370450594671889,0,0.00642,0.0416421915,0.19223301,0.436,54,501
"61",1932,0.109780439121756,"UvU",0.0315066069693398,0.0240669238729439,0.041246080635856,0.0376356613272027,0,0.00442,0.039064127,0.1585410415,0.37,55,501
"62",1933,0.109780439121756,"UvU",0.0314791531109984,0.024077260853139,0.0411565537554282,0.0371423851312408,0,0.004598421,0.04368932,0.1565,0.308,55,501
"63",1934,0.109780439121756,"UvU",0.0337342673961867,0.0258636890384958,0.0439999411941434,0.0413853443762697,0,0.008816794,0.05,0.168641715,0.401428571,55,501
"64",1935,0.11377245508982,"UvU",0.0354619781287771,0.0272702204272481,0.0461144748045135,0.0438830004269276,0,0.006,0.042857143,0.26,0.581818182,57,501
"65",1936,0.11377245508982,"UvU",0.0394952237075943,0.0304546997532635,0.0512194409516633,0.0522439940350703,0,0.008797654,0.0514,0.224,0.452,57,501
"66",1937,0.11377245508982,"UvU",0.0410069615087649,0.0316948188691616,0.0530550718438546,0.055430464774343,0,0.01468,0.053503185,0.231020567,0.512,57,501
"67",1938,0.11377245508982,"UvU",0.041545035490611,0.0321893252539723,0.0536199488587644,0.0566136717025087,0,0.01002,0.071974522,0.229090909,0.551724138,57,501
"68",1939,0.11377245508982,"UvU",0.0435266561347123,0.033832167005904,0.055999067217269,0.0613878533614548,0,0.015267176,0.070714286,0.218181818,0.518,57,501
"69",1940,0.12375249500998,"UvU",0.0456165528287146,0.0356370128768914,0.0583906933828407,0.0569942703363544,0,0.01342,0.0727333335,0.214,0.502,62,501
"70",1941,0.12375249500998,"UvU",0.0421133508102024,0.0329323374732277,0.0538538850424743,0.0498225141385372,0,0.01394,0.0595423025,0.218,0.496286535,62,501
"71",1942,0.12375249500998,"UvU",0.0381011369459888,0.0297904153253184,0.0487303255333678,0.0422165472122264,0,0.00764,0.039,0.1712,0.374074074,62,501
"72",1943,0.12375249500998,"UvU",0.0493941917251101,0.0389341074995922,0.0626644947801228,0.0643349338414189,0,0.020898258,0.0570714285,0.25,0.592499806,62,501
"73",1944,0.125748502994012,"UvU",0.0519575575816085,0.0411430238359029,0.0656147151607852,0.0689458968336931,0,0.014633588,0.082111437,0.3725,0.701215367,63,501
"74",1945,0.137724550898204,"UvU",0.0657606789302275,0.0525128804475552,0.082350593921111,0.0931042254666346,0,0.016666667,0.121428571,0.468,1.092,69,501
"75",1946,0.141716566866267,"UvU",0.0663093874001767,0.0531827602873678,0.0826759429865676,0.093224164861859,0,0.0237857145,0.100484262,0.4216666665,0.964,71,501
"76",1947,0.147704590818363,"UvU",0.0686245178909148,0.0553135210917353,0.0851387574468502,0.0983115082057672,0,0.018535976,0.091347861,0.41,0.896,74,501
"77",1948,0.147704590818363,"UvU",0.0740654955401567,0.0599763349902241,0.0914643689132242,0.111501120227331,0,0.030952381,0.1062331555,0.414,0.925714286,74,501
"78",1949,0.149700598802395,"UvU",0.0786005356250331,0.064001051328117,0.0965303549291534,0.121225397537051,0,0.021153595,0.122552759,0.4287961165,1.021926271,75,501
"79",1950,0.19560878243513,"UvU",0.087780860595468,0.0723289188053397,0.106533867976361,0.105872447804065,0,0.019546918,0.113668201,0.453406661,1.06,98,501
"80",1951,0.199600798403194,"UvU",0.093843509875145,0.0775683433336924,0.113533485017221,0.112395466890279,0,0.016689194,0.152092702,0.4763636365,1.113793103,100,501
"81",1952,0.211576846307385,"UvU",0.102630067539233,0.0851978149952961,0.123629118466115,0.122603747440887,0,0.019456388,0.163661088,0.483333333,1.08,106,501
"82",1953,0.213572854291417,"UvU",0.10715992671909,0.0891811319350365,0.128763222054702,0.128285711021021,0,0.031587848,0.136,0.4541666665,0.9875,107,501
"83",1954,0.213572854291417,"UvU",0.123531326287213,0.103103118147218,0.14800705205141,0.154949746657413,0,0.0365,0.17,0.55,1.301886792,107,501
"84",1955,0.221556886227545,"UvU",0.131888982085376,0.110517066830869,0.157393822459447,0.162488737189161,0,0.0371727765,0.2,0.6864444445,1.479310345,111,501
"85",1956,0.231536926147705,"UvU",0.151888137373141,0.127816735637723,0.180492845162863,0.178376610211429,0,0.0418,0.267571625,0.664,1.535,116,501
"86",1957,0.245508982035928,"UvU",0.169972424632448,0.143668810181886,0.2010918382275,0.206329219691694,0,0.054949566,0.297766749,0.8067903335,1.644827586,123,501
"87",1958,0.24750499001996,"UvU",0.177006521347661,0.150032650032484,0.208829935302857,0.217661032713723,0,0.06095,0.323392857,0.788,1.862068966,124,501
"88",1959,0.251497005988024,"UvU",0.174445404003292,0.14834841200091,0.205133297804935,0.218728033381997,0,0.0678,0.332422855,0.812000005,1.803448276,126,501
"89",1960,0.277445109780439,"UvU",0.193482495330801,0.16552355125856,0.226164045628507,0.233069181101085,0,0.0778,0.371363636,0.8190000025,1.85,139,501
"90",1961,0.287425149700599,"UvU",0.205326770422595,0.176247094612059,0.239204412106595,0.248050672279582,0,0.08585,0.359108125,0.818109891,1.885714286,144,501
"91",1962,0.291417165668663,"UvU",0.226014269229987,0.194512991085501,0.262617163051649,0.270984010822589,0,0.105325444,0.394736842,0.931,2.142857143,146,501
"92",1963,0.29940119760479,"UvU",0.234831676878379,0.202754732174846,0.271983375549313,0.283446489422268,0,0.092542373,0.42317464,0.996,2.3,150,501
"93",1964,0.30938123752495,"UvU",0.237805400441013,0.206030257031254,0.274481084932744,0.280149261634313,0,0.086394836,0.389,0.9894027305,2.254000014,155,501
"94",1965,0.331337325349301,"UvU",0.267922093800057,0.233217261651981,0.307791318008543,0.294624129675648,0,0.08,0.4321637425,0.95,2.213863967,166,501
"95",1966,0.335329341317365,"UvU",0.304320432861518,0.265503380116495,0.348812605761882,0.345847519727903,0,0.1055,0.4790097085,1.0804285715,2.150931867,168,501
"96",1967,0.337325349301397,"UvU",0.336414230993927,0.294155408863014,0.384744021035288,0.391000511490613,0,0.135,0.515,1.024220839,2.265306122,169,501
"97",1968,0.351297405189621,"UvU",0.346250482234767,0.30391953679978,0.394477425539084,0.3936633445908,0,0.1288740255,0.547798197,1.0893187415,2.5,176,501
"98",1969,0.355289421157685,"UvU",0.340914552420787,0.300058316337235,0.38733381387651,0.387143674323407,0,0.128120181,0.488,1.068571429,2.472222222,178,501
"99",1970,0.37125748502994,"UvU",0.349691709022706,0.30905068902205,0.395677135508655,0.406612872409921,0,0.136842105,0.516893939,1.041428571,2.380000014,186,501
"100",1971,0.3812375249501,"UvU",0.352391821241169,0.31249380742427,0.397383860823423,0.408097355759352,0,0.131037736,0.498194946,1.205,2.684931507,191,501
"101",1972,0.397205588822355,"UvU",0.375010372179117,0.333912183718306,0.421166959755383,0.416198945281951,0,0.118315443,0.566308963,1.274,3,199,501
"102",1973,0.419161676646707,"UvU",0.417268166570711,0.373250388788104,0.46647700327548,0.455562313274731,0,0.134897361,0.5449140895,1.45,3.365384615,210,501
"103",1974,0.435129740518962,"UvU",0.439177166285063,0.394344810424399,0.489106432460977,0.469415928690249,0,0.1414,0.5665188285,1.435185185,3.365384615,218,501
"104",1975,0.459081836327345,"UvU",0.477377867546105,0.430583627618122,0.529257532813065,0.50490499813885,0,0.146,0.5500849055,1.39,3.166666667,230,501
"105",1976,0.471057884231537,"UvU",0.522029934056409,0.472341722046198,0.576945121151685,0.564540882988614,0,0.155152672,0.6319285715,1.434718421,3.142307692,236,501
"106",1977,0.50499001996008,"UvU",0.531650780718479,0.483625265524568,0.584445381140265,0.591559261352449,0,0.194792828,0.682151895,1.368181818,3.117241379,253,501
"107",1978,0.530938123752495,"UvU",0.563099722996742,0.514399461125734,0.616410634150148,0.622392599913102,0,0.22,0.75277648,1.334,2.935483871,266,501
"108",1979,0.542914171656687,"UvU",0.579596553788797,0.530897606745122,0.63276262860444,0.63101634100892,0,0.219263225,0.737511659,1.398529412,3.093103448,272,501
"109",1980,0.584830339321357,"UvU",0.626551336550752,0.577144906066136,0.680187199449264,0.657258111350541,0,0.243902439,0.78,1.471698113,3.185,293,501
"110",1981,0.608782435129741,"UvU",0.6462825885487,0.597420759804795,0.699140726876789,0.686728652718458,0,0.24,0.823076923,1.51,3.378640777,305,501
"111",1982,0.632734530938124,"UvU",0.720717213860393,0.668468033667609,0.777050324313595,0.777368194479791,0,0.258064516,0.843351578,1.673469388,3.680693317,317,501
"112",1983,0.634730538922156,"UvU",0.742644329360483,0.689512257488061,0.799870624404137,0.793871965857442,0,0.282442748,0.8620898745,1.781456954,3.959302326,318,501
"113",1984,0.656686626746507,"UvU",0.823689886193562,0.76714079877161,0.884407438248572,0.893744970615025,0,0.308823529,0.938095238,1.765217391,3.941119731,329,501
"114",1985,0.678642714570858,"UvU",0.773109539586901,0.722307891504119,0.827484189540882,0.811190820340718,0,0.2745348835,0.8962179485,1.68,3.756613757,340,501
"115",1986,0.698602794411178,"UvU",0.8241447368236,0.772132257687741,0.879660887718957,0.865097245268248,0,0.28125,0.9557234045,1.78,3.965780629,350,501
"116",1987,0.704590818363273,"UvU",0.863413603765468,0.809890735681773,0.920473612455534,0.910167241143537,0,0.329408149,0.989690722,1.89,4.206349206,353,501
"117",1988,0.712574850299401,"UvU",1.01414785525293,0.952556581466058,1.07972155389571,1.07102115895763,0,0.39,1.022364217,1.976315789,4.310679612,357,501
"118",1989,0.716566866267465,"UvU",1.03385605078057,0.972074413960481,1.09956431152301,1.09594056832239,0,0.4,1.068421053,1.906707919,4.110032362,359,501
"119",1990,0.734530938123752,"UvU",1.06660210673835,1.0054801164519,1.13143963315073,1.11976596578363,0,0.461715107,1.047373349,1.952633972,4.103448276,368,501
"120",1991,0.746506986027944,"UvU",1.15932751301213,1.0949021732698,1.22754371599525,1.22396988814963,0,0.485810751,1.0506410255,2.02173913,4.32038835,374,501
"121",1992,0.754491017964072,"UvU",1.190465022763,1.12592662845867,1.25870277387629,1.24450146139804,0,0.502,1.1079579805,2.084745763,4.423809524,378,501
"122",1993,0.772455089820359,"UvU",1.23172497769165,1.16797497984328,1.29895455540758,1.29014519906788,0,0.5371474355,1.134399309,2.046831201,4.301075269,387,501
"123",1994,0.784431137724551,"UvU",1.18134481181533,1.12238417144971,1.2434027491678,1.22934935900455,0,0.54,1.089795918,1.925806452,4,393,501
"124",1995,0.796407185628742,"UvU",1.19983043326456,1.14206139316125,1.26052161224275,1.23816080470008,0,0.5244334725,1.1,1.8463059915,3.794444444,399,501
"125",1996,0.802395209580838,"UvU",1.24346425277885,1.18484386014259,1.30498490134624,1.28887915344624,0,0.552785924,1.098097345,1.915,3.842857143,402,501
"126",1997,0.802395209580838,"UvU",1.2539026620832,1.19526319238903,1.31541897716833,1.31045992117198,0,0.556962025,1.1255327475,1.95,3.91,402,501
"127",1998,0.822355289421158,"UvU",1.23589511698869,1.1815493452615,1.2927405413258,1.28667217509491,0,0.553,1.081223594,1.879849624,3.866666667,412,501
"128",1999,0.834331337325349,"UvU",1.19499397348269,1.14469982424075,1.24749787360814,1.24246962796407,0,0.528248588,1.0819434555,1.811518325,3.7,418,501
"129",2000,0.844311377245509,"UvU",1.16920430087416,1.12190581966504,1.21849684101895,1.21463215400803,0,0.5159626865,1.0421875,1.8262303665,3.779527559,423,501
"130",2001,0.852295409181637,"UvU",1.07329912885338,1.03140334913625,1.11689672227857,1.09561463568421,0,0.490116505,0.969444444,1.727651515,3.560386725,427,501
"131",2002,0.870259481037924,"UvU",1.05755330007926,1.0191854586889,1.09736552162674,1.08245061125584,0,0.469042553,0.9651548935,1.780620915,3.6,436,501
"132",2003,0.884231536926148,"UvU",1.01814705513486,0.983511472253322,1.05400237325629,1.035776183612,0,0.4884545455,0.978,1.6947379615,3.459784084,443,501
"133",2004,0.888223552894212,"UvU",1.00564339707101,0.972251516234036,1.04018211870711,1.02596772616328,0,0.47,0.959,1.7,3.43,445,501
"134",2005,0.88622754491018,"UvU",0.971899308980141,0.939544798121891,1.00536799169584,0.987413562894417,0,0.4531931045,0.9882396025,1.682044495,3.467757647,444,501
"135",2006,0.918163672654691,"UvU",0.962972321803327,0.935876818120087,0.990852294452604,0.973887180603282,0,0.4944949495,0.9666607585,1.733333333,3.503937008,460,501
"136",2007,0.910179640718563,"UvU",0.928688436696673,0.901370761640226,0.956834023420824,0.917773577896718,0,0.483767516,0.925,1.7832544235,3.622222222,456,501
"137",2008,0.888223552894212,"UvU",0.880917447148527,0.852002945371849,0.910813223012971,0.852463741076468,0,0.460344828,0.907,1.588302752,3.244444444,445,501
"138",2009,0.872255489021956,"UvU",0.880622816829063,0.849579408363229,0.912800543287647,0.86266886146078,0,0.454,1.005383324,1.742369623,3.657931567,437,501
"139",2010,0.830339321357285,"UvU",0.831467165035829,0.797433511921205,0.866953339930653,0.800133481703931,0,0.47,0.884769231,1.5804953655,3.173913043,416,501
"140",2011,0.768463073852295,"UvU",0.807976878105649,0.768803946042307,0.849145791868018,0.782182792059242,0,0.47,0.942857143,1.575737953,3.208333333,385,501
"141",2012,0.698602794411178,"UvU",0.80223204738056,0.756895368637675,0.850284312087638,0.760079806536255,0,0.504545455,0.893,1.507142857,2.857894737,350,501
"142",2013,0.624750499001996,"UvU",0.747466592137749,0.698828924469268,0.7994893840239,0.72681678246278,0.001408451,0.503947442,0.873333333,1.5,2.9390681,313,501
"143",2014,0.493013972055888,"UvU",0.726292335722213,0.668676222565144,0.788872909081851,0.709383010122893,0.005633803,0.4683333335,0.872340426,1.4482593575,2.871794872,247,501
"144",2015,0.317365269461078,"UvU",0.720016035575406,0.647651404439166,0.800466250721178,0.745299550628952,0.008450704,0.5285,0.857,1.383329409,2.528571429,159,501
"145",2016,0.211576846307385,"UvU",0.694639081241202,0.610478441825868,0.790402117631624,0.635814147200076,0.01122449,0.536455971,0.845576923,1.238095238,2.287313433,106,501
"146",2017,0.115768463073852,"UvU",0.653811343961261,0.556379097871081,0.768305774117128,0.57145019813505,0.063,0.556390977,0.927299223,1.25625,1.76,58,501
